,0
1461,124117.84073712888
1462,118786.92314618545
1463,181346.56604378563
1464,201528.27636663278
1465,191117.1123445672
1466,171378.53840739172
1467,185024.50659886716
1468,168714.33603524824
1469,182643.43102860576
1470,126450.00893998895
1471,181038.87020781566
1472,97970.39746981983
1473,97433.64305045197
1474,147097.4840792533
1475,118718.5404571789
1476,354352.456594351
1477,257526.16806599507
1478,301292.02968136984
1479,281096.812644268
1480,548775.5429591738
1481,322852.7089566701
1482,204685.2170831739
1483,174846.9175144362
1484,159423.1454643025
1485,193140.41569631925
1486,197470.7200243493
1487,341235.46694525
1488,233701.57440952273
1489,199349.64939532382
1490,247547.86339540305
1491,196808.69426897052
1492,89475.03155368396
1493,168499.63263540776
1494,299072.0158866338
1495,284716.84997032594
1496,233930.0612909837
1497,170645.1129493418
1498,181697.16312511114
1499,155487.04359638947
1500,158452.1475398751
1501,176541.59114372585
1502,153064.3010906805
1503,290651.7463389065
1504,240098.0506183655
1505,231191.29731711306
1506,184947.13742136527
1507,241096.26083150142
1508,195489.25331492367
1509,152610.35066528094
1510,150017.81075363362
1511,167261.46049551034
1512,178508.03001246633
1513,133774.54017396813
1514,160577.05086674748
1515,186692.49624872016
1516,146005.32757106193
1517,152573.88308648378
1518,131541.42064492268
1519,212410.4566176846
1520,132397.6118176404
1521,133591.7862847354
1522,179269.60990086797
1523,112738.63609603129
1524,124132.97862663514
1525,120625.1785577585
1526,112160.94838251
1527,105764.4368832143
1528,133706.3355911423
1529,154553.93051423877
1530,208250.4255469556
1531,120142.29287933646
1532,93951.47952822036
1533,157410.1967597416
1534,118127.83706240523
1535,136252.1108745974
1536,107465.53820363258
1537,64823.562288059875
1538,153709.96483965276
1539,196744.4573203153
1540,101247.3293922147
1541,146511.2790097475
1542,137641.73474384806
1543,176545.16312296223
1544,81637.12911581498
1545,117026.7975685946
1546,147221.79106112328
1547,137969.40700047437
1548,133623.40945108215
1549,130152.67163168904
1550,132616.1511650358
1551,103644.4546827385
1552,140522.9147419147
1553,146980.46379632002
1554,123477.02292329153
1555,165249.40415690746
1556,91009.25976118197
1557,110592.44291763191
1558,114834.87722057092
1559,64814.867566090674
1560,125221.68915016037
1561,120458.76767512587
1562,136908.27262713946
1563,121752.06351733199
1564,163837.83989295218
1565,145705.6937752232
1566,237646.53018633602
1567,80596.025327815
1568,258603.94109487958
1569,142973.8269003589
1570,135559.69538974695
1571,123528.62292950842
1572,144691.757753962
1573,237342.19821657217
1574,118108.58415409837
1575,229014.5232732128
1576,233228.68160088043
1577,179808.18423175195
1578,147246.14883000037
1579,144148.13079583127
